entity_id,friendly_name,domain,platform,device_name,manufacturer,model,area,disabled,hidden
sensor.tower_flex_state,State,sensor,unifi,Tower - Flex,Ubiquiti Networks,USF5P,,,
sensor.tower_flex_uplink_mac,Uplink MAC,sensor,unifi,Tower - Flex,Ubiquiti Networks,USF5P,,,
sensor.tower_flex_uptime,Uptime,sensor,unifi,Tower - Flex,Ubiquiti Networks,USF5P,,,
sensor.udm_pro_clients,Clients,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_cloudflare_wan2_latency,Cloudflare WAN2 latency,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_cloudflare_wan_latency,Cloudflare WAN latency,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_cpu_temperature,CPU temperature,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_cpu_utilization,CPU utilization,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_cpu_utilization_2,CPU utilization,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_google_wan2_latency,Google WAN2 latency,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_google_wan_latency,Google WAN latency,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_memory_utilization,Memory utilization,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_memory_utilization_2,Memory utilization,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_microsoft_wan2_latency,Microsoft WAN2 latency,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_microsoft_wan_latency,Microsoft WAN latency,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_1_poe_power,Port 1 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_2_poe_power,Port 2 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_3_poe_power,Port 3 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_4_poe_power,Port 4 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_5_poe_power,Port 5 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_6_poe_power,Port 6 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_7_poe_power,Port 7 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_port_8_poe_power,Port 8 PoE Power,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_recording_capacity,Recording capacity,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_resolution_4k_video,Resolution: 4K video,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_resolution_free_space,Resolution: free space,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_resolution_hd_video,Resolution: HD video,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_state,State,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_storage_utilization,Storage utilization,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_type_continuous_video,Type: continuous video,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_type_detections_video,Type: detections video,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_type_timelapse_video,Type: timelapse video,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_udm_pro_cpu_temperature,UDM PRO CPU Temperature,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_udm_pro_local_temperature,UDM PRO Local Temperature,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_udm_pro_phy_temperature,UDM PRO PHY Temperature,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,integration,
sensor.udm_pro_uptime,Uptime,sensor,unifi,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.udm_pro_uptime_2,Uptime,sensor,unifiprotect,UDM PRO,Ubiquiti Networks,UDMPROSE,,,
sensor.unifi_network_application_cpu_percent,CPU percent,sensor,hassio,UniFi Network Application,Home Assistant Community Add-ons,Home Assistant Add-on,,integration,
sensor.unifi_network_application_memory_percent,Memory percent,sensor,hassio,UniFi Network Application,Home Assistant Community Add-ons,Home Assistant Add-on,,integration,
sensor.unifi_network_application_newest_version,Newest version,sensor,hassio,UniFi Network Application,Home Assistant Community Add-ons,Home Assistant Add-on,,integration,
sensor.unifi_network_application_version,Version,sensor,hassio,UniFi Network Application,Home Assistant Community Add-ons,Home Assistant Add-on,,integration,
sensor.upstairs_average_humidity,Upstairs Average Humidity,sensor,template,,,,,,
sensor.upstairs_bathroom_echo_plus_next_alarm_2,Upstairs Bathroom Echo Plus next Alarm,sensor,alexa_media,Upstairs Bathroom Echo Plus,Amazon,Echo Plus (Gen2),,,
sensor.upstairs_bathroom_echo_plus_next_reminder_2,Upstairs Bathroom Echo Plus next Reminder,sensor,alexa_media,Upstairs Bathroom Echo Plus,Amazon,Echo Plus (Gen2),,,
sensor.upstairs_bathroom_echo_plus_next_timer_2,Upstairs Bathroom Echo Plus next Timer,sensor,alexa_media,Upstairs Bathroom Echo Plus,Amazon,Echo Plus (Gen2),,,
sensor.upstairs_bathroom_echo_plus_temperature_2,Upstairs Bathroom Echo Plus Temperature,sensor,alexa_media,Upstairs Bathroom Echo Plus,Amazon,Echo Plus (Gen2),,,
sensor.upstairs_bathroom_fan_rssi,Signal strength,sensor,shelly,Upstairs Bathroom Fan,Shelly,Shelly Plus 1 UL,2nd Floor Bathroom,integration,
sensor.upstairs_bathroom_fan_temperature,Temperature,sensor,shelly,Upstairs Bathroom Fan,Shelly,Shelly Plus 1 UL,2nd Floor Bathroom,integration,
sensor.upstairs_bathroom_fan_uptime,Last restart,sensor,shelly,Upstairs Bathroom Fan,Shelly,Shelly Plus 1 UL,2nd Floor Bathroom,integration,
sensor.upstairs_bathroom_humidity_trend,Upstairs Bathroom Humidity Trend,sensor,template,,,,,,
sensor.upstairs_bathroom_night_light_illuminance,Illuminance,sensor,zha,Garage South of East Wall Motion; Light;  Sensor,Third Reality; Inc,3RSNL02043Z,Garage,,
sensor.upstairs_hallway_east_wall_night_light_illuminance,Illuminance,sensor,zha,Upstairs_Hallway_East_Wall_Night_Light,Third Reality; Inc,3RSNL02043Z,Upstairs Hallway,,
sensor.upstairs_hallway_night_light_illuminance,Illuminance,sensor,zha,Upstairs_Hallway_Night_Light,Third Reality; Inc,3RSNL02043Z,Upstairs Hallway,,
sensor.upstairs_hallway_plug_ac_frequency,AC frequency,sensor,zha,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,,
sensor.upstairs_hallway_plug_current,Current,sensor,zha,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,,
sensor.upstairs_hallway_plug_instantaneous_demand,Instantaneous demand,sensor,zha,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,,
sensor.upstairs_hallway_plug_power,Power,sensor,zha,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,,
sensor.upstairs_hallway_plug_power_factor,Power factor,sensor,zha,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,,
sensor.upstairs_hallway_plug_summation_delivered,Summation delivered,sensor,zha,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,,
sensor.upstairs_hallway_plug_voltage,Voltage,sensor,zha,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,,
sensor.usw_lite_8_poe_clients,Clients,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,integration,
sensor.usw_lite_8_poe_cpu_utilization,CPU utilization,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,,
sensor.usw_lite_8_poe_memory_utilization,Memory utilization,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,,
sensor.usw_lite_8_poe_port_1_poe_power,Port 1 PoE Power,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,integration,
sensor.usw_lite_8_poe_port_2_poe_power,Port 2 PoE Power,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,integration,
sensor.usw_lite_8_poe_port_3_poe_power,Port 3 PoE Power,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,integration,
sensor.usw_lite_8_poe_port_4_poe_power,Port 4 PoE Power,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,integration,
sensor.usw_lite_8_poe_state,State,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,,
sensor.usw_lite_8_poe_uplink_mac,Uplink MAC,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,,
sensor.usw_lite_8_poe_uptime,Uptime,sensor,unifi,USW Lite 8 PoE,Ubiquiti Networks,USL8LP,,,
sensor.usw_pro_max_16_poe_clients,Clients,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_cpu_utilization,CPU utilization,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,,
sensor.usw_pro_max_16_poe_memory_utilization,Memory utilization,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,,
sensor.usw_pro_max_16_poe_port_10_poe_power,Port 10 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_11_poe_power,Port 11 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_12_poe_power,Port 12 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_13_poe_power,Port 13 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_14_poe_power,Port 14 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_15_poe_power,Port 15 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_16_poe_power,Port 16 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_1_poe_power,Port 1 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_2_poe_power,Port 2 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_3_poe_power,Port 3 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_4_poe_power,Port 4 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_5_poe_power,Port 5 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_6_poe_power,Port 6 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_7_poe_power,Port 7 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_8_poe_power,Port 8 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_port_9_poe_power,Port 9 PoE Power,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,integration,
sensor.usw_pro_max_16_poe_state,State,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,,
sensor.usw_pro_max_16_poe_temperature,Temperature,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,,
sensor.usw_pro_max_16_poe_uplink_mac,Uplink MAC,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,,
sensor.usw_pro_max_16_poe_uptime,Uptime,sensor,unifi,USW Pro Max 16 PoE,Ubiquiti Networks,USPM16P,,,
sensor.very_front_door_chime_type,Chime type,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,integration,
sensor.very_front_door_disk_write_rate,Disk write rate,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,,
sensor.very_front_door_last_doorbell_ring,Last doorbell ring,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,,
sensor.very_front_door_last_motion_detected,Last motion detected,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,,
sensor.very_front_door_oldest_recording,Oldest recording,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,integration,
sensor.very_front_door_received_data,Received data,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,integration,
sensor.very_front_door_storage_used,Storage used,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,,
sensor.very_front_door_transferred_data,Transferred data,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,integration,
sensor.very_front_door_uptime,Uptime,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,integration,
sensor.very_front_door_voltage,Voltage,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,,
sensor.very_front_door_wi_fi_signal_strength,Wi-Fi signal strength,sensor,unifiprotect,Very Front Door,Ubiquiti,G4 Doorbell Pro,Very Front Door,integration,
sensor.watch_link_speed,Link speed,sensor,unifi,Watch,,,,integration,
sensor.whisper_cpu_percent,CPU percent,sensor,hassio,Whisper,Official add-ons,Home Assistant Add-on,,integration,
sensor.whisper_memory_percent,Memory percent,sensor,hassio,Whisper,Official add-ons,Home Assistant Add-on,,integration,
sensor.whisper_newest_version,Newest version,sensor,hassio,Whisper,Official add-ons,Home Assistant Add-on,,integration,
sensor.whisper_version,Version,sensor,hassio,Whisper,Official add-ons,Home Assistant Add-on,,integration,
sensor.who_is_home,Who Is Home,sensor,template,,,,,,
sensor.yamaha_av_receiver_rx_v671_link_speed,Link speed,sensor,unifi,RX-V671,YAMAHA CORPORATION,RX-V671,,integration,
stt.faster_whisper,faster-whisper,stt,wyoming,,,,,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_aux_switch_scenes,Aux switch scenes,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_binding_off_to_on_sync_level,Binding off to on sync level,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_disable_config_2x_tap_to_clear_notifications,Disable config 2x tap to clear notifications,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_disable_relay_click_in_on_off_mode,Disable relay click in on off mode,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_double_tap_down_enabled,Double tap down enabled,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_double_tap_up_enabled,Double tap up enabled,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_firmware_progress_led,Firmware progress LED,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_invert_switch,Invert switch,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_local_protection,Local protection,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_only_1_led_mode,Only 1 LED mode,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_smart_bulb_mode,Smart bulb mode,switch,zha,1st Floor Bathroom Ceiling Lights -  Dimmer Switch Inovelli VZM31-SN,Inovelli,VZM31-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_echo_dot_do_not_disturb_switch,1st Floor Bathroom Echo Dot do not disturb switch,switch,alexa_media,1st Floor Bathroom Echo Dot,Amazon,Echo Dot (Gen4),,,
switch.1st_floor_bathroom_echo_dot_repeat_switch,1st Floor Bathroom Echo Dot repeat switch,switch,alexa_media,1st Floor Bathroom Echo Dot,Amazon,Echo Dot (Gen4),,,
switch.1st_floor_bathroom_echo_dot_shuffle_switch,1st Floor Bathroom Echo Dot shuffle switch,switch,alexa_media,1st Floor Bathroom Echo Dot,Amazon,Echo Dot (Gen4),,,
switch.1st_floor_bathroom_vanity_lights_aux_switch_scenes,Aux switch scenes,switch,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_vanity_lights_binding_off_to_on_sync_level,Binding off to on sync level,switch,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_vanity_lights_disable_config_2x_tap_to_clear_notifications,Disable config 2x tap to clear notifications,switch,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_vanity_lights_firmware_progress_led,Firmware progress LED,switch,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_vanity_lights_invert_switch,Invert switch,switch,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_vanity_lights_local_protection,Local protection,switch,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
switch.1st_floor_bathroom_vanity_lights_smart_bulb_mode,Smart bulb mode,switch,zha,1st Floor Bathroom Vanity Lights,Inovelli,VZM30-SN,1st Floor Bathroom,,
switch.2nd_floor_bathroom_dual_smart_plug_switch,Switch,switch,zha,2nd_Floor_Bathroom_Dual_Smart_Plug,Third Reality; Inc,3RDP01072Z,2nd Floor Bathroom,,
switch.2nd_floor_bathroom_dual_smart_plug_switch_2,Switch,switch,zha,2nd_Floor_Bathroom_Dual_Smart_Plug,Third Reality; Inc,3RDP01072Z,2nd Floor Bathroom,,
switch.above_kitchen_sink_inovelli_switch_aux_switch_scenes,Aux switch scenes,switch,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
switch.above_kitchen_sink_inovelli_switch_binding_off_to_on_sync_level,Binding off to on sync level,switch,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
switch.above_kitchen_sink_inovelli_switch_disable_config_2x_tap_to_clear_notifications,Disable config 2x tap to clear notifications,switch,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
switch.above_kitchen_sink_inovelli_switch_firmware_progress_led,Firmware progress LED,switch,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
switch.above_kitchen_sink_inovelli_switch_invert_switch,Invert switch,switch,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
switch.above_kitchen_sink_inovelli_switch_local_protection,Local protection,switch,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
switch.above_kitchen_sink_inovelli_switch_smart_bulb_mode,Smart bulb mode,switch,zha,Kitchen Above Sink Hue Ceiling Can Light Inovelli Switch,Inovelli,VZM30-SN,Kitchen,,
switch.adaptive_lighting_adapt_brightness_bedroom_lighting_test,Adaptive Lighting Adapt Brightness: Bedroom lighting test,switch,adaptive_lighting,Bedroom lighting test,,,Master Bedroom,,
switch.adaptive_lighting_adapt_brightness_entry_room_ceiling_lights,Adaptive Lighting Adapt Brightness: Entry Room Ceiling Lights,switch,adaptive_lighting,Entry Room Ceiling Lights,,,,,
switch.adaptive_lighting_adapt_brightness_kitchen_chandelier,Adaptive Lighting Adapt Brightness: Kitchen Chandelier,switch,adaptive_lighting,Kitchen Chandelier,,,Kitchen,,
switch.adaptive_lighting_adapt_brightness_living_spaces,Adaptive Lighting Adapt Brightness: Living Spaces,switch,adaptive_lighting,Living Spaces,,,,,
switch.adaptive_lighting_adapt_color_bedroom_lighting_test,Adaptive Lighting Adapt Color: Bedroom lighting test,switch,adaptive_lighting,Bedroom lighting test,,,Master Bedroom,,
switch.adaptive_lighting_adapt_color_entry_room_ceiling_lights,Adaptive Lighting Adapt Color: Entry Room Ceiling Lights,switch,adaptive_lighting,Entry Room Ceiling Lights,,,,,
switch.adaptive_lighting_adapt_color_kitchen_chandelier,Adaptive Lighting Adapt Color: Kitchen Chandelier,switch,adaptive_lighting,Kitchen Chandelier,,,Kitchen,,
switch.adaptive_lighting_adapt_color_living_spaces,Adaptive Lighting Adapt Color: Living Spaces,switch,adaptive_lighting,Living Spaces,,,,,
switch.adaptive_lighting_bedroom_lighting_test,Adaptive Lighting: Bedroom lighting test,switch,adaptive_lighting,Bedroom lighting test,,,Master Bedroom,,
switch.adaptive_lighting_entry_room_ceiling_lights,Adaptive Lighting: Entry Room Ceiling Lights,switch,adaptive_lighting,Entry Room Ceiling Lights,,,,,
switch.adaptive_lighting_kitchen_chandelier,Adaptive Lighting: Kitchen Chandelier,switch,adaptive_lighting,Kitchen Chandelier,,,Kitchen,,
switch.adaptive_lighting_living_spaces,Adaptive Lighting: Living Spaces,switch,adaptive_lighting,Living Spaces,,,,,
switch.adaptive_lighting_pre_release,Pre-release,switch,hacs,Adaptive Lighting,basnijholt; RubenKelevra; th3w1zard1; protyposis,integration,,integration,
switch.adaptive_lighting_sleep_mode_bedroom_lighting_test,Adaptive Lighting Sleep Mode: Bedroom lighting test,switch,adaptive_lighting,Bedroom lighting test,,,Master Bedroom,,
switch.adaptive_lighting_sleep_mode_entry_room_ceiling_lights,Adaptive Lighting Sleep Mode: Entry Room Ceiling Lights,switch,adaptive_lighting,Entry Room Ceiling Lights,,,,,
switch.adaptive_lighting_sleep_mode_kitchen_chandelier,Adaptive Lighting Sleep Mode: Kitchen Chandelier,switch,adaptive_lighting,Kitchen Chandelier,,,Kitchen,,
switch.adaptive_lighting_sleep_mode_living_spaces,Adaptive Lighting Sleep Mode: Living Spaces,switch,adaptive_lighting,Living Spaces,,,,,
switch.advanced_ssh_web_terminal,,switch,hassio,Advanced SSH & Web Terminal,Home Assistant Community Add-ons,Home Assistant Add-on,,integration,
switch.ai_theta_detections_animal,Animal detection,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_detections_person,Person detection,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_detections_vehicle,Vehicle detection,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_motion,Motion,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_overlay_show_date,Overlay: show date,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_overlay_show_logo,Overlay: show logo,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_overlay_show_name,Overlay: show name,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_overlay_show_nerd_mode,Overlay: show nerd mode,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_privacy_mode,Privacy mode,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.ai_theta_ssh_enabled,SSH enabled,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,integration,
switch.ai_theta_status_light,Status light,switch,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
switch.alaina_s_bedroom_echo_show_do_not_disturb_switch,Alaina's Bedroom Echo Show do not disturb switch,switch,alexa_media,Alaina's Bedroom Echo Show,Amazon,Echo Show 5 (Gen1),,,
