sheet,priority,category,entity_id,friendly_name,type,platform,manufacturer,area,status,action_needed,notes
Sensors,HIGH,motion,binary_sensor.upstairs_motion,Upstairs Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.upstairs_motionaware_area,Upstairs  MotionAware area,motion,hue,Signify Netherlands B.V.,Upstairs Hallway,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_animal_detected,Animal detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_audio_object_detected,Audio object detected,door,unifiprotect,Ubiquiti,Very Front Door,Disabled,Assign Area,
Sensors,INFO,door,binary_sensor.very_front_door_baby_cry_detected,Baby cry detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_co_alarm_detected,CO alarm detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_doorbell,Doorbell,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_is_dark,Is dark,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,motion,binary_sensor.very_front_door_motion,Motion,motion,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,motion,binary_sensor.very_front_door_motion_sensor_occupancy,Occupancy,motion,matter,Aqara,Very Front Door Hallway,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_object_detected,Object detected,door,unifiprotect,Ubiquiti,Very Front Door,Disabled,Assign Area,
Sensors,INFO,door,binary_sensor.very_front_door_package_detected,Package detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_person_detected,Person detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_smoke_alarm_detected,Smoke alarm detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_speaking_detected,Speaking detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.very_front_door_vehicle_detected,Vehicle detected,door,unifiprotect,Ubiquiti,Very Front Door,OK,None,
Sensors,INFO,temperature,sensor.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn_internal_temperature,Internal temperature,temperature,zha,Inovelli,1st Floor Bathroom,OK,None,
Sensors,INFO,illuminance,sensor.1st_floor_bathroom_night_light_illuminance,Illuminance,illuminance,zha,Third Reality; Inc,Garage,OK,None,
Sensors,INFO,humidity,sensor.1st_floor_bathroom_vanity_lights_humidity,Humidity,humidity,zha,Inovelli,1st Floor Bathroom,OK,None,
Sensors,INFO,temperature,sensor.1st_floor_bathroom_vanity_lights_internal_temperature,Internal temperature,temperature,zha,Inovelli,1st Floor Bathroom,OK,None,
Sensors,INFO,temperature,sensor.1st_floor_bathroom_vanity_lights_temperature,Temperature,temperature,zha,Inovelli,1st Floor Bathroom,OK,None,
Sensors,INFO,temperature,sensor.40062_hwy_53_ubb_temperature,Temperature,temperature,unifi,Ubiquiti Networks,Back Patio,OK,None,
Sensors,INFO,humidity,sensor.above_kitchen_sink_inovelli_switch_humidity,Humidity,humidity,zha,Inovelli,Kitchen,OK,None,
Sensors,INFO,temperature,sensor.above_kitchen_sink_inovelli_switch_internal_temperature,Internal temperature,temperature,zha,Inovelli,Kitchen,OK,None,
Sensors,INFO,temperature,sensor.above_kitchen_sink_inovelli_switch_temperature,Temperature,temperature,zha,Inovelli,Kitchen,OK,None,
Sensors,HIGH,motion,sensor.ai_theta_last_motion_detected,Last motion detected,motion,unifiprotect,Ubiquiti,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,battery,sensor.alainas_iphone_battery_level,Alaina’s iPhone Battery Level,battery,mobile_app,Apple,,Needs Area,Assign Area,
Sensors,INFO,battery,sensor.alainas_iphone_battery_state,Alaina’s iPhone Battery State,battery,mobile_app,Apple,,Needs Area,Assign Area,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery,Battery,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_2,Battery,door,matter,Aqara,Very Front Door,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_3,Battery,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_4,Battery,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_5,Battery,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_6,Battery,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_type,Battery type,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_type_2,Battery type,door,matter,Aqara,Very Front Door,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_type_3,Battery type,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_type_4,Battery type,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_type_5,Battery type,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_type_6,Battery type,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_voltage,Battery voltage,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_voltage_2,Battery voltage,door,matter,Aqara,Very Front Door,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_voltage_3,Battery voltage,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_voltage_4,Battery voltage,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_voltage_5,Battery voltage,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,door,sensor.aqara_door_and_window_sensor_battery_voltage_6,Battery voltage,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery,Battery,motion,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_2,Battery,motion,matter,Aqara,Upstairs Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_3,Battery,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_4,Battery,motion,matter,Aqara,Basement Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_5,Battery,motion,matter,Aqara,Very Front Door Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_6,Battery,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_type,Battery type,motion,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_type_2,Battery type,motion,matter,Aqara,Upstairs Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_type_3,Battery type,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_type_4,Battery type,motion,matter,Aqara,Basement Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_type_5,Battery type,motion,matter,Aqara,Very Front Door Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_type_6,Battery type,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_voltage,Battery voltage,motion,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_voltage_2,Battery voltage,motion,matter,Aqara,Upstairs Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_voltage_3,Battery voltage,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_voltage_4,Battery voltage,motion,matter,Aqara,Basement Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_voltage_5,Battery voltage,motion,matter,Aqara,Very Front Door Hallway,OK,None,
Sensors,INFO,motion,sensor.aqara_motion_sensor_p1_battery_voltage_6,Battery voltage,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,battery,sensor.aqara_retrofit_valves_t1_battery,Battery,battery,matter,Aqara,Basement,OK,None,
Sensors,INFO,battery,sensor.aqara_retrofit_valves_t1_battery_type,Battery type,battery,matter,Aqara,Basement,OK,None,
Sensors,INFO,battery,sensor.aqara_retrofit_valves_t1_battery_voltage,Battery voltage,battery,matter,Aqara,Basement,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery,Battery,humidity,matter,Aqara,1st Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_2,Battery,humidity,matter,Aqara,Basement,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_3,Battery,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_4,Battery,humidity,matter,Aqara,2nd Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_5,Battery,humidity,matter,Aqara,Ella's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_6,Battery,humidity,matter,Aqara,Alaina's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_7,Battery,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_type,Battery type,humidity,matter,Aqara,1st Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_type_2,Battery type,humidity,matter,Aqara,Basement,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_type_3,Battery type,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_type_4,Battery type,humidity,matter,Aqara,2nd Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_type_5,Battery type,humidity,matter,Aqara,Ella's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_type_6,Battery type,humidity,matter,Aqara,Alaina's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_type_7,Battery type,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_voltage,Battery voltage,humidity,matter,Aqara,1st Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_voltage_2,Battery voltage,humidity,matter,Aqara,Basement,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_voltage_3,Battery voltage,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_voltage_4,Battery voltage,humidity,matter,Aqara,2nd Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_voltage_5,Battery voltage,humidity,matter,Aqara,Ella's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_voltage_6,Battery voltage,humidity,matter,Aqara,Alaina's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_battery_voltage_7,Battery voltage,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_humidity,Humidity,humidity,matter,Aqara,1st Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_humidity_2,Humidity,humidity,matter,Aqara,Basement,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_humidity_3,Humidity,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_humidity_4,Humidity,humidity,matter,Aqara,2nd Floor Bathroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_humidity_5,Humidity,humidity,matter,Aqara,Ella's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_humidity_6,Humidity,humidity,matter,Aqara,Alaina's Bedroom,OK,None,
Sensors,INFO,humidity,sensor.aqara_temp_humidity_sensor_humidity_7,Humidity,humidity,matter,Aqara,,Needs Area,Assign Area,Aqara sensor - assign area
Sensors,INFO,temperature,sensor.aqara_temp_humidity_sensor_temperature,Temperature,temperature,matter,Aqara,1st Floor Bathroom,OK,None,
Sensors,INFO,temperature,sensor.aqara_temp_humidity_sensor_temperature_2,Temperature,temperature,matter,Aqara,Basement,OK,None,
Sensors,HIGH,temperature,sensor.aqara_temp_humidity_sensor_temperature_3,Temperature,temperature,matter,Aqara,,Needs Area,Assign Area,CRITICAL: NEEDS AREA; Aqara sensor - assign area
Sensors,INFO,temperature,sensor.aqara_temp_humidity_sensor_temperature_4,Temperature,temperature,matter,Aqara,2nd Floor Bathroom,OK,None,
Sensors,INFO,temperature,sensor.aqara_temp_humidity_sensor_temperature_5,Temperature,temperature,matter,Aqara,Ella's Bedroom,OK,None,
Sensors,INFO,temperature,sensor.aqara_temp_humidity_sensor_temperature_6,Temperature,temperature,matter,Aqara,Alaina's Bedroom,OK,None,
Sensors,HIGH,temperature,sensor.aqara_temp_humidity_sensor_temperature_7,Temperature,temperature,matter,Aqara,,Needs Area,Assign Area,CRITICAL: NEEDS AREA; Aqara sensor - assign area
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery,Battery,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_2,Battery,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_3,Battery,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_4,Battery,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_5,Battery,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_type,Battery type,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_type_2,Battery type,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_type_3,Battery type,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_type_4,Battery type,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_type_5,Battery type,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_voltage,Battery voltage,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_voltage_2,Battery voltage,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_voltage_3,Battery voltage,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_voltage_4,Battery voltage,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,water,sensor.aqara_water_leak_sensor_battery_voltage_5,Battery voltage,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,door,sensor.back_door_patio_light_inovelli_switch_current,Current,door,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,humidity,sensor.back_door_patio_light_inovelli_switch_humidity,Humidity,humidity,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,temperature,sensor.back_door_patio_light_inovelli_switch_internal_temperature,Internal temperature,temperature,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,door,sensor.back_door_patio_light_inovelli_switch_overheat_protection,Overheat protection,door,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,door,sensor.back_door_patio_light_inovelli_switch_power,Power,door,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,door,sensor.back_door_patio_light_inovelli_switch_summation_delivered,Summation delivered,door,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,temperature,sensor.back_door_patio_light_inovelli_switch_temperature,Temperature,temperature,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,door,sensor.back_door_patio_light_inovelli_switch_voltage,Voltage,door,zha,Inovelli,Back Patio,OK,None,
Sensors,INFO,motion,sensor.back_yard_last_motion_detected,Last motion detected,motion,unifiprotect,Ubiquiti,Back Yard Tower,Disabled,Assign Area,
Sensors,INFO,humidity,sensor.basement_thermostat_humidity,Humidity,humidity,nest,Google Nest,Laundry Area,OK,None,
Sensors,INFO,temperature,sensor.basement_thermostat_temperature,Temperature,temperature,nest,Google Nest,Laundry Area,OK,None,
Sensors,INFO,battery,sensor.ellas_iphone_battery_level,Ella’s iPhone Battery Level,battery,mobile_app,Apple,,Needs Area,Assign Area,
Sensors,INFO,battery,sensor.ellas_iphone_battery_state,Ella’s iPhone Battery State,battery,mobile_app,Apple,,Needs Area,Assign Area,
Sensors,INFO,illuminance,sensor.entry_room_east_wall_nightlight_illuminance,Illuminance,illuminance,zha,Third Reality; Inc,Entry Room,OK,None,
Sensors,INFO,illuminance,sensor.entry_room_west_wall_nightlight_illuminance,Illuminance,illuminance,zha,Third Reality; Inc,Entry Room,OK,None,
Sensors,INFO,humidity,sensor.first_floor_thermostat_humidity,Humidity,humidity,nest,Google Nest,Entry Room,OK,None,
Sensors,INFO,temperature,sensor.first_floor_thermostat_temperature,Temperature,temperature,nest,Google Nest,Entry Room,OK,None,
Sensors,INFO,door,sensor.front_driveway_door_chime_type,Chime type,door,unifiprotect,Ubiquiti,Front door,Disabled,Assign Area,
Sensors,INFO,door,sensor.front_driveway_door_disk_write_rate,Disk write rate,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,sensor.front_driveway_door_last_doorbell_ring,Last doorbell ring,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,motion,sensor.front_driveway_door_last_motion_detected,Last motion detected,motion,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,sensor.front_driveway_door_oldest_recording,Oldest recording,door,unifiprotect,Ubiquiti,Front door,Disabled,Assign Area,
Sensors,INFO,door,sensor.front_driveway_door_received_data,Received data,door,unifiprotect,Ubiquiti,Front door,Disabled,Assign Area,
Sensors,INFO,door,sensor.front_driveway_door_storage_used,Storage used,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,sensor.front_driveway_door_transferred_data,Transferred data,door,unifiprotect,Ubiquiti,Front door,Disabled,Assign Area,
Sensors,INFO,door,sensor.front_driveway_door_uptime,Uptime,door,unifiprotect,Ubiquiti,Front door,Disabled,Assign Area,
Sensors,INFO,door,sensor.front_driveway_door_voltage,Voltage,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,sensor.front_driveway_door_wi_fi_signal_strength,Wi-Fi signal strength,door,unifiprotect,Ubiquiti,Front door,Disabled,Assign Area,
Sensors,INFO,motion,sensor.g4_bullet_last_motion_detected,Last motion detected,motion,unifiprotect,Ubiquiti,Pigeon Falls Properties,Disabled,Assign Area,
Sensors,HIGH,motion,sensor.g6_bullet_last_motion_detected,Last motion detected,motion,unifiprotect,Ubiquiti,,Disabled,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,illuminance,sensor.garage_north_wall_nightlight_illuminance,Illuminance,illuminance,zha,Third Reality; Inc,Garage,OK,None,
Sensors,INFO,humidity,sensor.garage_thermostat_humidity,Humidity,humidity,nest,Google Nest,Garage,OK,None,
Sensors,INFO,temperature,sensor.garage_thermostat_temperature,Temperature,temperature,nest,Google Nest,Garage,OK,None,
