sheet,priority,category,entity_id,friendly_name,type,platform,manufacturer,area,status,action_needed,notes
Lights,INFO,Light,light.1st_floor_ap_led,LED,Light,unifi,Ubiquiti Networks,Kitchen Lounge,OK,Consider Disable,UniFi LED - probably disable
Lights,INFO,Light,light.1st_floor_bathroom,,Light,hue,Signify Netherlands B.V.,1st Floor Bathroom,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.1st_floor_bathroom_ceiling_1of2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.1st_floor_bathroom_ceiling_2of2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.1st_floor_bathroom_ceiling_lights_dimmer_switch_inovelli_vzm31_sn,,Light,zha,Inovelli,1st Floor Bathroom,OK,None,
Lights,INFO,Light,light.1st_floor_bathroom_vanity_lights,,Light,zha,Inovelli,1st Floor Bathroom,OK,None,
Lights,INFO,Light,light.1st_floor_moderate_lighting,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.1st_floor_table_lamps,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.2nd_floor_ap_led,LED,Light,unifi,Ubiquiti Networks,Master Bedroom,OK,Consider Disable,UniFi LED - probably disable
Lights,INFO,Light,light.2nd_floor_bathroom,,Light,hue,Signify Netherlands B.V.,2nd Floor Bathroom,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.40062_hwy_53_ubb_led,LED,Light,unifi,Ubiquiti Networks,Back Patio,OK,Consider Disable,UniFi LED - probably disable
Lights,INFO,Light,light.above_kitchen_sink_inovelli_switch,,Light,zha,Inovelli,Kitchen,OK,None,
Lights,INFO,Light,light.alaina_s_bedroom,Alaina's Bedside Lamp Hue Color Bulb,Light,hue,Signify Netherlands B.V.,Alaina's Bedroom,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.alaina_s_bedroom_echo_glow,Alaina's bedroom Echo Glow,Light,alexa_media,,,Needs Area,Consider Disable,Alexa virtual - probably disable
Lights,INFO,Light,light.alaina_s_bedside_lamp,Alaina's Bedside Lamp,Light,hue,Signify Netherlands B.V.,Alaina's Bedroom,OK,None,
Lights,INFO,Light,light.alaina_s_ceiling_led_lights,Alaina's Ceiling LED Lights,Light,group,,,Needs Area,Assign Area,
Lights,INFO,Light,light.alaina_s_floor_govee_lamp,Kitchen Test Govee Lamp,Light,matter,Shenzhen Qianyan Technology,Kitchen,OK,None,
Lights,INFO,Light,light.alaina_s_led_light_strip_1,Alaina's LED Light Strip 1,Light,tplink,TP-Link,Alaina's Bedroom,OK,None,
Lights,INFO,Light,light.aqara_led_strip_t1,,Light,matter,Aqara,Master Bedroom,OK,None,
Lights,INFO,Light,light.aqara_led_strip_t1_2,,Light,matter,Aqara,Kitchen,OK,None,
Lights,INFO,Light,light.back_door_patio_light_inovelli_switch,,Light,zha,Inovelli,Back Patio,OK,None,
Lights,INFO,Light,light.back_patio,,Light,hue,Signify Netherlands B.V.,Back Patio,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.back_patio_steps_light,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.basement,,Light,hue,Signify Netherlands B.V.,Basement,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.ella_s_bedroom,,Light,hue,Signify Netherlands B.V.,Ella's Bedroom,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.ella_s_bedroom_echo_glow,Ella's Bedroom Echo Glow,Light,alexa_media,,,Needs Area,Consider Disable,Alexa virtual - probably disable
Lights,INFO,Light,light.ella_s_bedside_lamp,Ella's Bedside Lamp,Light,hue,Signify Netherlands B.V.,Ella's Bedroom,OK,None,
Lights,INFO,Light,light.ella_s_ceiling_light_1_of_3,Ella's Ceiling Light (1 of 3),Light,hue,Signify Netherlands B.V.,Ella's Bedroom,OK,None,
Lights,INFO,Light,light.ella_s_ceiling_light_2_of_3,Ella's Ceiling Light (2 of 3),Light,hue,Signify Netherlands B.V.,Ella's Bedroom,OK,None,
Lights,INFO,Light,light.ella_s_ceiling_light_3_of_3,,Light,hue,Signify Netherlands B.V.,Ella's Bedroom,OK,None,
Lights,INFO,Light,light.ella_s_ceiling_lights,Ella's Ceiling Lights,Light,group,,,Needs Area,Assign Area,
Lights,INFO,Light,light.ella_s_govee_floor_lamp,Ella's Govee Floor Lamp,Light,matter,Shenzhen Qianyan Technology,Master Bedroom,OK,None,
Lights,INFO,Light,light.ella_s_led_lights,,Light,tplink,TP-Link,Ella's Bedroom,OK,None,
Lights,INFO,Light,light.ella_s_wall_light,Ella's Wall Light,Light,hue,Signify Netherlands B.V.,Ella's Bedroom,OK,None,
Lights,INFO,Light,light.ella_s_wall_light_bedside_lamp,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.entry_kitchen_all_lights,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.entry_rm_ceiling_hue_white_1_2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.entry_rm_ceiling_hue_white_2_2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.entry_room,,Light,hue,Signify Netherlands B.V.,Entry Room,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.entry_room_ceiling_hue_white_lights,Entry Room Ceiling Hue White Lights,Light,group,,Entry Room,OK,None,
Lights,INFO,Light,light.entry_room_ceiling_light_inovelli_smart_dimmer_switch,,Light,zha,Inovelli,Entry Room,OK,None,
Lights,INFO,Light,light.entry_room_east_wall_nightlight,,Light,zha,Third Reality; Inc,Entry Room,OK,None,
Lights,INFO,Light,light.entry_room_hue_color_lamp,Entry Room Hue Color Lamp,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.entry_room_west_wall_nightlight,,Light,zha,Third Reality; Inc,Entry Room,OK,None,
Lights,INFO,Light,light.front_driveway,,Light,hue,Signify Netherlands B.V.,Front Driveway,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.garage,,Light,hue,Signify Netherlands B.V.,Garage,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.garage_ap_led,LED,Light,unifi,Ubiquiti Networks,Garage,OK,Consider Disable,UniFi LED - probably disable
Lights,INFO,Light,light.garage_north_lift_master_garage_door_opener_east_light,Garage North Lift Master Garage Door Opener East Light,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.garage_north_lift_master_garage_door_opener_west_light,,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.garage_north_of_east_wall_motion_light_sensor,Garage North of East Wall Motion; Light;  Sensor,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.garage_north_wall_nightlight,,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.garage_south_of_east_wall_motion_light_sensor,Garage South of East Wall Motion; Light;  Sensor,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.garage_south_wall_motion_light_sensor,Garage South Wall Motion; Light;  Sensor,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.goetting_wifi_led,LED,Light,unifi,Ubiquiti Networks,,Needs Area,Assign Area,
Lights,INFO,Light,light.hot_tub,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.hue_color_candle_1,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_candle_2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_candle_3,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_candle_3_2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_candle_4,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_candle_4_2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_candle_5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_downlight_1_2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_downlight_1_3,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_10,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_11,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_12,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_1_3,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_1_4,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_1_5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_2_3,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_2_4,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_3,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_4,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_6,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.hue_color_lamp_7,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.inovelli_vzm31_sn_3,,Light,zha,Inovelli,Kitchen,OK,None,
Lights,INFO,Light,light.inovelli_vzm31_sn_4,,Light,zha,Inovelli,Kitchen,OK,None,
Lights,INFO,Light,light.inovelli_vzm36_light_3,Light,Light,zha,Inovelli,Living Room,OK,None,
Lights,INFO,Light,light.inovelli_vzm36_light_4,Light,Light,zha,Inovelli,Living Room,OK,None,
Lights,INFO,Light,light.kitchen_above_sink_light,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_above_table_chandelier_inovelli,,Light,zha,Inovelli,Kitchen,OK,None,
Lights,INFO,Light,light.kitchen_ceiling_inovelli_vzm31_sn,,Light,zha,Inovelli,Kitchen,OK,None,
Lights,INFO,Light,light.kitchen_chandelier,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.kitchen_chandelier_1of5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_chandelier_2of5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_chandelier_3of5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_chandelier_4of5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_chandelier_5of5,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_counter_night_light,,Light,zha,Third Reality; Inc,Stairway Cubby,OK,None,
Lights,INFO,Light,light.kitchen_hue_color_floor_lamp,Kitchen Hue Color Floor Lamp,Light,hue,Signify Netherlands B.V.,Kitchen,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.kitchen_lounge,,Light,hue,Signify Netherlands B.V.,Kitchen Lounge,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.kitchen_lounge_ceiling_1of2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_lounge_ceiling_2of2,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.kitchen_lounge_inovelli_smart_dimmer,,Light,zha,Inovelli,Kitchen Lounge,OK,None,
Lights,INFO,Light,light.kitchen_lounge_lamp,Kitchen Lounge Lamp,Light,hue,Signify Netherlands B.V.,Kitchen,OK,None,
Lights,INFO,Light,light.kitchen_lounge_light_fan_inovelli_vzm36_light,Light,Light,zha,Inovelli,Kitchen Lounge,OK,None,
Lights,INFO,Light,light.kitchen_lounge_light_fan_inovelli_vzm36_light_2,Light,Light,zha,Inovelli,Kitchen Lounge,OK,None,
Lights,INFO,Light,light.kitchen_west_wall_nightlight,,Light,zha,Third Reality; Inc,Basement,OK,None,
Lights,INFO,Light,light.living_rm_lounge_table_lamps,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.living_room,,Light,hue,Signify Netherlands B.V.,Living Room,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.living_room_east_floor_lamp,Living Room East Floor Lamp,Light,hue,Signify Netherlands B.V.,Living Room,OK,None,
Lights,INFO,Light,light.living_room_floor_lamps,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.living_room_lamp_1_of_2,Living Room Lamp (1 of 2),Light,hue,Signify Netherlands B.V.,Living Room,OK,None,
Lights,INFO,Light,light.living_room_lamp_2_of_2,Living Room Lamp (2 of 2),Light,hue,Signify Netherlands B.V.,Living Room,OK,None,
Lights,INFO,Light,light.living_room_lamp_hue_color_lights,Living Room Hue Color Lamps,Light,group,,Living Room,OK,None,
Lights,INFO,Light,light.living_room_lounge,,Light,hue,Signify Netherlands B.V.,Sun Room,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.living_room_lounge_ceiling_1_of_3,Living Room Lounge Ceiling (1 of 3),Light,hue,Signify Netherlands B.V.,Living Room Lounge,OK,None,
Lights,INFO,Light,light.living_room_lounge_ceiling_hue_color_lights,Living Room Lounge Ceiling Hue Color Lights,Light,group,,Living Room Lounge,OK,None,
Lights,INFO,Light,light.living_room_lounge_ceiling_light,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.living_room_lounge_ceiling_light_2_of_3,,Light,hue,Signify Netherlands B.V.,Living Room Lounge,OK,None,
Lights,INFO,Light,light.living_room_lounge_ceiling_light_3_of_3,Living Room Lounge Ceiling light (3 of 3),Light,hue,Signify Netherlands B.V.,Living Room Lounge,OK,None,
Lights,INFO,Light,light.living_room_lounge_lamp,Living Room Lounge Lamp,Light,hue,Signify Netherlands B.V.,Living Room Lounge,OK,None,
Lights,INFO,Light,light.living_room_north_wall_east_nightlight,,Light,zha,Third Reality; Inc,Living Room,OK,None,
Lights,INFO,Light,light.living_room_north_wall_west_nightlight,,Light,zha,Third Reality; Inc,Living Room,OK,None,
Lights,INFO,Light,light.living_room_table_lamps,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,Hue group - use individual bulbs; NEEDS AREA
Lights,INFO,Light,light.living_room_tv_smart_ligjt_strip,,Light,tplink,TP-Link,Living Room,OK,None,
Lights,INFO,Light,light.living_room_west_floor_lamp,,Light,hue,Signify Netherlands B.V.,,Needs Area,Assign Area,NEEDS AREA
Lights,INFO,Light,light.master_bedroom,,Light,hue,Signify Netherlands B.V.,Master Bedroom,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.master_bedroom_echo_glow,Master Bedroom Echo Glow,Light,alexa_media,,,Needs Area,Consider Disable,Alexa virtual - probably disable
Lights,INFO,Light,light.master_bedroom_led_light_strip,,Light,tplink,TP-Link,,Needs Area,Assign Area,
Lights,INFO,Light,light.master_bedroom_wall_light,Master Bedroom Wall Light,Light,hue,Signify Netherlands B.V.,Master Bedroom,OK,None,
Lights,INFO,Light,light.p_f_p_ap_ac_pro_led,LED,Light,unifi,Ubiquiti Networks,,Needs Area,Assign Area,
Lights,INFO,Light,light.p_f_p_ubb_led,LED,Light,unifi,Ubiquiti Networks,Back Yard Tower,OK,Consider Disable,UniFi LED - probably disable
Lights,INFO,Light,light.ratgdo32disco_5735e8_light,Light,Light,esphome,ratgdo,Garage,OK,None,
Lights,INFO,Light,light.ratgdo32disco_fd8d8c_light,Light,Light,esphome,ratgdo,Garage,OK,None,
Lights,INFO,Light,light.south_east_lift,Garage South Lift Master Garage Door Opener East Light,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.south_west_garage_liftmaster,Garage South Lift Master Garage Door Opener West Light,Light,zha,Third Reality; Inc,Garage,OK,None,
Lights,INFO,Light,light.tower_flex_led,LED,Light,unifi,Ubiquiti Networks,,Needs Area,Assign Area,
Lights,INFO,Light,light.toy_room_light,Kitchen Lamp,Light,alexa_media,,,Needs Area,Consider Disable,Alexa virtual - probably disable
Lights,INFO,Light,light.upstairs_hallway,,Light,hue,Signify Netherlands B.V.,Upstairs Hallway,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.upstairs_hallway_east_wall_night_light,,Light,zha,Third Reality; Inc,Upstairs Hallway,OK,None,
Lights,INFO,Light,light.upstairs_hallway_night_light,,Light,zha,Third Reality; Inc,Upstairs Hallway,OK,None,
Lights,INFO,Light,light.usw_lite_8_poe_led,LED,Light,unifi,Ubiquiti Networks,,Needs Area,Assign Area,
Lights,INFO,Light,light.very_front_door,,Light,hue,Signify Netherlands B.V.,Very Front Door,OK,None,Hue group - use individual bulbs
Lights,INFO,Light,light.very_front_door_hallway,,Light,hue,Signify Netherlands B.V.,Very Front Door Hallway,OK,None,Hue group - use individual bulbs
Sensors,HIGH,motion,binary_sensor.1st_floor_bathroom_hallway_motion,1st Floor Bathroom Hallway Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,HIGH,motion,binary_sensor.1st_floor_bathroom_motion,1st Floor Bathroom Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.1st_floor_bathroom_night_light_motion,Motion,motion,zha,Third Reality; Inc,Garage,OK,None,
Sensors,HIGH,motion,binary_sensor.ai_theta_motion,Motion,motion,unifiprotect,Ubiquiti,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.alaina_s_bedroomotionaware_area,Alaina's  BedrooMotionAware area,motion,hue,Signify Netherlands B.V.,Alaina's Bedroom,OK,None,
Sensors,INFO,door,binary_sensor.aqara_door_and_window_sensor_door,Door,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,binary_sensor.aqara_door_and_window_sensor_door_2,Door,door,matter,Aqara,Very Front Door,OK,None,
Sensors,INFO,door,binary_sensor.aqara_door_and_window_sensor_door_3,Door,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,binary_sensor.aqara_door_and_window_sensor_door_4,Door,door,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,door,binary_sensor.aqara_door_and_window_sensor_door_5,Garage_North_Door_Aqara_Door_Sensor,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,door,binary_sensor.aqara_door_and_window_sensor_door_6,Door,door,matter,Aqara,Garage,OK,None,
Sensors,INFO,motion,binary_sensor.aqara_motion_sensor_p1_occupancy,Occupancy,motion,matter,Aqara,Entry Room,OK,None,
Sensors,INFO,motion,binary_sensor.aqara_motion_sensor_p1_occupancy_2,Occupancy,motion,matter,Aqara,Upstairs Hallway,OK,None,
Sensors,INFO,motion,binary_sensor.aqara_motion_sensor_p1_occupancy_3,Occupancy,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,motion,binary_sensor.aqara_motion_sensor_p1_occupancy_6,Occupancy,motion,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,binary_sensor.aqara_water_leak_sensor_water_leak,Water leak,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,binary_sensor.aqara_water_leak_sensor_water_leak_2,Water leak,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,binary_sensor.aqara_water_leak_sensor_water_leak_3,Water leak,water,matter,Aqara,Kitchen,OK,None,
Sensors,INFO,water,binary_sensor.aqara_water_leak_sensor_water_leak_4,Water leak,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,water,binary_sensor.aqara_water_leak_sensor_water_leak_5,Water leak,water,matter,Aqara,Basement,OK,None,
Sensors,INFO,motion,binary_sensor.back_yard_motion,Motion,motion,unifiprotect,Ubiquiti,Back Yard Tower,OK,None,
Sensors,INFO,motion,binary_sensor.basement_hallway_motion_sensor_occupancy,Occupancy,motion,matter,Aqara,Basement Hallway,OK,None,
Sensors,HIGH,motion,binary_sensor.downstairs_motion,Downstairs Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.ella_s_bedroom_motionaware_area,Ella's Bedroom MotionAware area,motion,hue,Signify Netherlands B.V.,Ella's Bedroom,OK,None,
Sensors,INFO,motion,binary_sensor.entry_room_east_wall_nightlight_motion,Motion,motion,zha,Third Reality; Inc,Entry Room,OK,None,
Sensors,HIGH,motion,binary_sensor.entry_room_motion,Entry Room Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.entry_room_west_wall_nightlight_motion,Motion,motion,zha,Third Reality; Inc,Entry Room,OK,None,
Sensors,HIGH,motion,binary_sensor.front_door_hallway_motion,Front Door Hallway Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,door,binary_sensor.front_driveway_door_animal_detected,Animal detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_audio_object_detected,Audio object detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_baby_cry_detected,Baby cry detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_co_alarm_detected,CO alarm detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_doorbell,Doorbell,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_is_dark,Is dark,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,motion,binary_sensor.front_driveway_door_motion,Motion,motion,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_object_detected,Object detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_package_detected,Package detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_person_detected,Person detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_smoke_alarm_detected,Smoke alarm detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_speaking_detected,Speaking detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,door,binary_sensor.front_driveway_door_vehicle_detected,Vehicle detected,door,unifiprotect,Ubiquiti,Front door,OK,None,
Sensors,INFO,motion,binary_sensor.g4_bullet_motion,Motion,motion,unifiprotect,Ubiquiti,Pigeon Falls Properties,OK,None,
Sensors,HIGH,motion,binary_sensor.g6_bullet_motion,Motion,motion,unifiprotect,Ubiquiti,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,HIGH,door,binary_sensor.garage_north_door_alert_active,Garage North Door Alert Active,door,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.garage_north_wall_nightlight_motion,Motion,motion,zha,Third Reality; Inc,Garage,OK,None,
Sensors,HIGH,door,binary_sensor.garage_south_door_alert_active,Garage South Door Alert Active,door,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,HIGH,motion,binary_sensor.house_motion_active,House Motion Active,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,HIGH,motion,binary_sensor.house_motion_any,House Motion Any,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.kitchen_ai_theta_motion,Motion,motion,unifiprotect,Ubiquiti,Kitchen,OK,None,
Sensors,INFO,motion,binary_sensor.kitchen_counter_night_light_motion,Motion,motion,zha,Third Reality; Inc,Stairway Cubby,OK,None,
Sensors,INFO,motion,binary_sensor.kitchen_counter_nightlight_motion,Motion,motion,zha,Third Reality; Inc,Garage,OK,None,
Sensors,HIGH,motion,binary_sensor.kitchen_lounge_motion,Kitchen Lounge Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,HIGH,motion,binary_sensor.kitchen_motion,Kitchen Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.kitchen_west_wall_nightlight_motion,Motion,motion,zha,Third Reality; Inc,Basement,OK,None,
Sensors,INFO,motion,binary_sensor.living_rm_loungemotionaware_area,Living Rm LoungeMotionAware area,motion,hue,Signify Netherlands B.V.,Sun Room,OK,None,
Sensors,HIGH,motion,binary_sensor.living_room_motion,Living Room Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.living_room_north_wall_east_nightlight_motion,Motion,motion,zha,Third Reality; Inc,Living Room,OK,None,
Sensors,INFO,motion,binary_sensor.living_room_north_wall_west_nightlight_motion,Motion,motion,zha,Third Reality; Inc,Living Room,OK,None,
Sensors,INFO,motion,binary_sensor.ratgdo32disco_5735e8_motion,Motion,motion,esphome,ratgdo,Garage,OK,None,
Sensors,INFO,motion,binary_sensor.ratgdo32disco_fd8d8c_motion,Motion,motion,esphome,ratgdo,Garage,OK,None,
Sensors,HIGH,motion,binary_sensor.upstairs_bathroom_motion,Upstairs Bathroom Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.upstairs_bathroom_night_light_motion,Motion,motion,zha,Third Reality; Inc,Garage,OK,None,
Sensors,INFO,motion,binary_sensor.upstairs_hallway_east_wall_night_light_motion,Motion,motion,zha,Third Reality; Inc,Upstairs Hallway,OK,None,
Sensors,HIGH,motion,binary_sensor.upstairs_hallway_motion,Upstairs Hallway Motion,motion,template,,,Needs Area,Assign Area,CRITICAL: NEEDS AREA
Sensors,INFO,motion,binary_sensor.upstairs_hallway_night_light_motion,Motion,motion,zha,Third Reality; Inc,Upstairs Hallway,OK,None,
