device_id,device_name,manufacturer,model,area,via_device,connections,disabled
7002a718ec44c59e75bfc7bf6e9ff3dd,Upstairs Hallway  Mini Split,Mitsubishi Electric,Unknown Model,Upstairs Hallway,,[],
4a312f5bce7b4c87e983e5a2e4c314e7,Music Assistant,Music Assistant,Home Assistant Add-on,,,[],
b2d542d672027a94da4989e6d3a63487,Home Assistant Green,Nabu Casa; Inc.,,,,[['mac'; '20:f8:3b:01:f7:38']],
6c3d06d1a5b7afba0dc7062b4fc01c6e,Basement_Navien_Navilink_Module_CH1,Navien,,Boiler Room,,[],
a61fe41f9cf3c3971aa25ac4d1f44b58,Kiosk Mode,NemesisRE,plugin,,,[],
7557dc361cf460d744fb4c3bf46fa370,Spotify Mood Lights Sync,NiklasReiche,appdaemon,,,[],
2b7337e0769f0bbaef663af2ebbd2398,Assist Microphone,Official add-ons,Home Assistant Add-on,,,[],
205ba9e9990229f1b9e32738b2dd1ef6,File editor,Official add-ons,Home Assistant Add-on,,,[],
f9338b62def3fb524319ddd605f17d1e,Git pull,Official add-ons,Home Assistant Add-on,,,[],
43a07ce70eb2c10a024e416430fe5d00,Matter Server,Official add-ons,Home Assistant Add-on,,,[],
3cce54d5c727320eebc13da8b22d48fa,Piper,Official add-ons,Home Assistant Add-on,,,[],
7737e4c934cf223356f64f0ad1ce844f,Samba share,Official add-ons,Home Assistant Add-on,,,[],
a901ce9c399f2893a5dbcf36713e9629,Whisper,Official add-ons,Home Assistant Add-on,,,[],
4c48933172eba7a07103382d5d840205,openWakeWord,Official add-ons,Home Assistant Add-on,,,[],
8ccfe01b6ff78b90d6f4b0b49263aa17,Ella's Bedroom Hue Light Switch,PhilipsFoH,Works with Hue Switch,,3a6a3c38b469e4d72e6c36fc82151750,[],
b536da79cb3a6bdabb94fee8a869fa13,Living Room Hue Switch,PhilipsFoH,Works with Hue Switch,,3a6a3c38b469e4d72e6c36fc82151750,[],
55960887b54d48372a5101b3df686c12,Living Room Lounge Hue Switch,PhilipsFoH,Works with Hue Switch,,3a6a3c38b469e4d72e6c36fc82151750,[],
8c4c8996c4a5a321358554f545262eb6,DS224plus,Plex,Plex Media Server,,,[],
5b6b2699865b49c155f9144f3d7e561d,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:ee:e3:55']],
6a9aacb8b380f671d9a70b99e7ad0bff,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:ce:21:b4']],
ae22e00fd843b3e35623e332ba96f471,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:d6:6d:a6']],
f553a9e53bf915062efbb8dfaa02f438,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:49:d4:92']],
a04d420b382b1f62d8859125008d2377,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:13:b7:f5']],
540ea0257c359e21e5b9aed9e32024fa,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:0b:6d:44']],
bba59fc4b48834bb701229dff99a1925,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:7d:2c:0b']],
91e02bb16afb11d5790203252eb0384f,,Realtek Semiconductor Corp.,,,,[['mac'; '00:e0:4c:b2:17:3d']],
945e8d9832f8c20dc5d1bebd375cc203,Alaina's Bedroom Roku,Roku,Roku Ultra,Alaina's Bedroom,,[['mac'; '20:ef:bd:86:f0:7c']; ['mac'; '20:ef:bd:86:f0:7d']],
ae73486c70fe12c7a79474a28840a334,Kitchen Lounge TV,Roku,Streaming Stick 4K,Kitchen Lounge,,[['mac'; '34:5e:08:43:3f:d9']],
f7d1e7e84a17d4d07201720b226437a2,Bedroom,Roku; Inc.,,,,[['mac'; 'b8:3e:59:4a:30:f4']],
a6b172b76d86dedf686078deecdc9b92,apexcharts-card,RomRider,plugin,,,[],
a2f2c4939a0aac1b3ecf4358ac23cdb6,Kitchen,SONOS,Beam,,,[],
8a7d9d41f4549be1168a85f7077bcfa8,Upstairs Bathroom Fan,Shelly,Shelly Plus 1 UL,2nd Floor Bathroom,,[['mac'; '88:13:bf:9f:bf:5c']],
7d8ed16f88e79ecf2cf8b3e67460d970,Master Bedroom Floor Govee Light,Shenzhen Qianyan Technology,H6076,Master Bedroom,,[],
3798783a7f010253ec17c474a0b7f11f,Kitchen Govee Floor Lamp,Shenzhen Qianyan Technology,H6076,Kitchen,,[],
bf308f24a9aecab3593cf999ef3239db,C42996CA54E5,Signify B.V.,,,,[['mac'; 'c4:29:96:ba:54:e5']],
e7676dc3510bdf22440f69bd946c03d7,1st Floor Bathroom,Signify Netherlands B.V.,Room,1st Floor Bathroom,3a6a3c38b469e4d72e6c36fc82151750,[],
6caf2ae59a30d6f3bd93132d5e700b87,1st Floor Bathroom Ceiling 1of2,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:79:c1']],
069abc55e7997c4358f5d22cf74ca045,1st Floor Bathroom Ceiling 2of2,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:77:48']],
4bfdc3acb5281ae2dc563be3fc2fa6a3,1st Floor Moderate Lighting,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
cc63c2a4b4ccc8744eed47389c715b50,1st Floor Table Lamps,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
b9e534926b7a0f7f082f635a27f5a393,2nd Floor Bathroom,Signify Netherlands B.V.,Room,2nd Floor Bathroom,3a6a3c38b469e4d72e6c36fc82151750,[],
399e9d97f773dd78b62d611af08eea4d,2nd Floor Bathroom Ceiling 1of2,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b7:b0:02']],
45c7ab767e47bd5a01917368fe4a1e08,2nd Floor Bathroom Ceiling 2of2,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b8:9e:98']],
4a3c19bfd24b8b8787a165f0dd339bd7,2nd Floor Bathroom Vanity 1 of 3,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:ae:f1:19']],
c4d2131285cb9d267a7b351b92ddd15e,2nd Floor Bathroom Vanity 2 of 3,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:ae:ed:a1']],
332441f4c1b84255518f6b295e7276f6,2nd Floor Bathroom Vanity 3 of 3,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:a6:96']],
60084461788f0c9006b12642e1953b03,Alaina's Bedroom,Signify Netherlands B.V.,Room,Alaina's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[],
ab84163efa331bf9185116a67de3b522,Alaina's Bedroom Ceiling 1 of 2,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b7:31:ec']],
30806609fe57a695b3c06332faac2811,Alaina's Bedroom Ceiling 2 of 2,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b7:2c:29']],
f57ca4446e398eabb806384f99082cb4,Alaina's Bedroom Dimmer Switch,Signify Netherlands B.V.,Hue dimmer switch,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:90:c6:06']],
275160bf967a8eeaf13ed08297c33d4c,Alaina's Bedside Lamp,Signify Netherlands B.V.,Hue color lamp,Alaina's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:c5:a7:14']],
b5add29e01b3eb9936a2a0ff5646ec3d,Back Patio,Signify Netherlands B.V.,Room,Back Patio,3a6a3c38b469e4d72e6c36fc82151750,[],
60d7ca9800c7a76cfca328753fe68b62,Back Patio Steps Light,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:f7:4f:61']],
c2ff3598293bf624f5823bb050ec4714,Basement,Signify Netherlands B.V.,Room,Basement,3a6a3c38b469e4d72e6c36fc82151750,[],
a45af5f00dde600061b56a5db6b9d86c,Basement Workout Area Ceiling,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:91:7f']],
9551da54890099630751a45b8d820682,Basement stairs,Signify Netherlands B.V.,Room,Basement stairs,3a6a3c38b469e4d72e6c36fc82151750,[],
cf56328e7f3703e29329c5ae831bdb90,Ella's Bedroom,Signify Netherlands B.V.,Room,Ella's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[],
beaba429286ce9a06b998569b8dd22dd,Ella's Ceiling Light (2 of 3),Signify Netherlands B.V.,Hue color lamp,Ella's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:bd:3f:27']],
20741ab624419445c36a60588417ba6c,Ella's Ceiling Light (3 of 3),Signify Netherlands B.V.,Hue color lamp,Ella's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:c5:b2:0d']],
f5c411c7d96199978f731f36bd493a04,Ella's Ceiling Light (1 of 3),Signify Netherlands B.V.,Hue color lamp,Ella's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1b:9a:d8']],
6e43d463043a38ea3279b727970303f7,Ella's Bedroom Dimmer Switch,Signify Netherlands B.V.,Hue dimmer switch,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:90:be:e8']],
cb65e5a68dd45d42ccefc9bd245f2286,Ella's Bedroom Wall Light,Signify Netherlands B.V.,Hue color lamp,Ella's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:c5:ad:06']],
88a4e07651e426bc1a39f96e112e82e3,Ella's Bedside Lamp,Signify Netherlands B.V.,Hue color lamp,Ella's Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:bd:2c:54']],
d2f277d5a1b128921179bad8e5e57170,Ella's Wall Light & Bedside Lamp,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
78e213890e86fdcf3ec22945be608adb,Entry + Kitchen All Lights,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
5618fce12c8499ac5a911cd8707cfb2e,Entry Room,Signify Netherlands B.V.,Room,Entry Room,3a6a3c38b469e4d72e6c36fc82151750,[],
9282040befab880d6ea627a351bd0bce,Entry Room Desk Lamp,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:c5:f3:d5']],
3848214d5e649608da30aebfcfc991c5,Entry Room Tap Dial Switch,Signify Netherlands B.V.,Hue tap dial switch,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:0a:ef:82']],
29e944171f67bfb9ea90a836c16676e3,Entry_Rm_Ceiling_Hue_White 1/2,Signify Netherlands B.V.,Hue white lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:02:84:6d:22']],
a7f51560ccaef3a362e1f890e516310e,Entry_Rm_Ceiling_Hue_White 2/2,Signify Netherlands B.V.,Hue white lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:02:80:16:00']],
7afead4d33904c2c13af99d1ab4861e1,Front Driveway,Signify Netherlands B.V.,Room,Front Driveway,3a6a3c38b469e4d72e6c36fc82151750,[],
f786fcb9839c8981e617c6a3ed4b77de,Front Driveway North Light,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:f7:57:be']],
19444b2d5b69f6779584a42471058d56,Front Driveway South Light,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:f7:4f:10']],
2cab6ff5af1fd3e1f44350de66ad7b10,Garage,Signify Netherlands B.V.,Room,Garage,3a6a3c38b469e4d72e6c36fc82151750,[],
8af6bdd6f9aef27403fc3ab780324cbd,Garage Ceiling North Light,Signify Netherlands B.V.,Hue color downlight,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:96:d3:3c']],
02ae9f89776635373160bea95d83bb2a,Garage Ceiling North Opener-East,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:9d:56:70']],
765ec1cd9d2616c95a600e326305cb0a,Garage Ceiling North Opener-West,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:9d:51:96']],
62611c623de0b4d09c8f7057c2e137e0,Garage Ceiling South Light,Signify Netherlands B.V.,Hue color downlight,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:96:d3:cb']],
2b296d168c53ab4056ec85611b1f4c12,Garage Ceiling South Opener-East,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:9d:51:fa']],
82a996aad0eeee0afefe70a94c7e5e85,Garage Ceiling South Opener-West,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:9d:56:73']],
733bf0ddcda747a216aa6238b987fef1,Garage Dimmer Switch,Signify Netherlands B.V.,Hue dimmer switch,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:d4:c4:4a']],
9a50cd9e7f2b559b4fa267679184b56e,Hot Tub,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
3a6a3c38b469e4d72e6c36fc82151750,Hue Bridge,Signify Netherlands B.V.,Hue Bridge,Sun Room,,[['mac'; '00:17:88:01:0e:0a:54:e5']; ['mac'; 'c4:29:96:ca:54:e5']],
946f2e1b4724bcfb279ba3a4e1742914,Kitchen Above Sink Light,Signify Netherlands B.V.,Hue color downlight,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:96:d3:a3']],
0debc218b8e948781ee40a1c16f1a0fb,Kitchen Chandelier,Signify Netherlands B.V.,Room,Kitchen,3a6a3c38b469e4d72e6c36fc82151750,[],
435c859d3cfe0634a73fe523a8cef8ea,Kitchen Chandelier,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
588c5b0be20c98e9efb1da73d999b759,Kitchen Chandelier 1of5,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:79:bb']],
5dfd01171555c20527dfc0214cf8aba6,Kitchen Chandelier 2of5,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:7d:a2']],
4fc99ecebc259bc98ae9ef2815518014,Kitchen Chandelier 3of5,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:a2:df']],
b7836317d388d11950ca35c068838ced,Kitchen Chandelier 4of5,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:7d:a4']],
bd9a32e69dea6ef4fd307f010d8878ae,Kitchen Chandelier 5of5,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:ae:ec:ef']],
cd587a4c4f26bc9a6897cc2131e4c924,Kitchen Lounge,Signify Netherlands B.V.,Room,Kitchen Lounge,3a6a3c38b469e4d72e6c36fc82151750,[],
4603dc70838b6dd7941df52ad6baf476,Kitchen Lounge Ceiling 1of2,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b7:2b:bf']],
4bfe959d7a9ea191e018a19cf4a00793,Kitchen Lounge Ceiling 2of2,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b7:32:8f']],
7b54d082360a53bba63203f43fad8fe7,Kitchen Lounge Lamp,Signify Netherlands B.V.,Hue color lamp,Kitchen,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1b:fb:64']],
761c6073924624f0c780b3564df3afed,Living Rm + Lounge Table Lamps,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
e855524b60c5c89b114640ff3ecacb39,Kitchen Floor Lamp,Signify Netherlands B.V.,Hue color lamp,Living Room,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1c:07:a5']],
e484dd8237ea68ecbe18aa946f5509ba,Living Room Lamp (1 of 2),Signify Netherlands B.V.,Hue color lamp,Living Room,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:bd:62:2e']],
1c5f02925e9c12c7ba3dbdc246f3d9a4,Living Room Floor Lamps,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
ebf6fe76816f8bcd8a6b0b87901c68a2,Living Room Lounge,Signify Netherlands B.V.,Room,Sun Room,3a6a3c38b469e4d72e6c36fc82151750,[],
daa61e09ca22801cddca7ba4d255249a,Living Room Lounge Ceiling light (1 of 3),Signify Netherlands B.V.,Hue color lamp,Living Room Lounge,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1b:fc:51']],
91ae4b7302ce8f8fff89cc3c0b2d1547,Living Room Lounge Ceiling Light (2 of 3),Signify Netherlands B.V.,Hue color lamp,Living Room Lounge,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1b:9d:24']],
38e369b57ae763eb2c82deac34d755ed,Living Room Lounge Ceiling light (3 of 3),Signify Netherlands B.V.,Hue color lamp,Living Room Lounge,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1a:d9:a3']],
4100c6e2fe95004c4b7c8ba958f09a77,Living Room Lounge Ceiling Light,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
36e6fe728eec3a2d4fc6c4180cbe7df1,Living Room Lounge Dimmer Switch,Signify Netherlands B.V.,Hue dimmer switch,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:90:c3:c5']],
4d00c18f59aa25f21fbb50c2770ad721,Living Room Lounge Lamp,Signify Netherlands B.V.,Hue color lamp,Living Room Lounge,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1b:9d:69']],
70de3271f782eeda3ac227fc0616380a,Living Room Table Lamps,Signify Netherlands B.V.,Zone,,3a6a3c38b469e4d72e6c36fc82151750,[],
fef37275c648937cb84cf2cfa74b5199,Living Room Lamp (2 of 2),Signify Netherlands B.V.,Hue color lamp,Living Room,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:98:8e:67']],
32a656051ca76435f37c091db98df6f0,Living Room West Floor Lamp,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1c:19:d3']],
2dde01d42099ea20c59a616e7b28203e,Living room,Signify Netherlands B.V.,Room,Living Room,3a6a3c38b469e4d72e6c36fc82151750,[],
acbe6a8a739feb6719cc743ae7f7cb92,Master Bedroom,Signify Netherlands B.V.,Room,Master Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[],
b0ab6a1c94a72d29ec6a926466b63234,Master Bedroom Tap Dial Switch,Signify Netherlands B.V.,Hue tap dial switch,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:0b:b7:13']],
7cdfcf503e936a3617c0d143eb63aea4,Master Bedroom Wall Light,Signify Netherlands B.V.,Hue color lamp,Master Bedroom,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:c5:f5:55']],
1a98f27bc5ebf9c2c3bdad2c39c3daaa,Upstairs Hallway,Signify Netherlands B.V.,Room,Upstairs Hallway,3a6a3c38b469e4d72e6c36fc82151750,[],
92e48fd1810fb46767c5939cdbcb07a1,Upstairs Hallway Ceiling 1 of 3,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b7:b1:af']],
de2aa96e269e0327d58ca9012b12d000,Upstairs Hallway Ceiling 2 of 3,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:3f:1c:3a']],
91929e6d8a6fdcabdb26d0df7a4b90bf,Upstairs Hallway Ceiling 3 of 3,Signify Netherlands B.V.,Hue color candle,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:3f:26:32']],
29aadfc3e6a5934f91ac4d1bbb5b9fd5,Very Front  Door- North Exterior,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:76:ee']],
37e81b0083d8b905fb40d5e35fbc1fb5,Very Front  Door- South Exterior,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0e:b2:77:c3']],
87c1335ea995ea4f95d3cefd34db72e3,Very Front Door,Signify Netherlands B.V.,Room,Very Front Door,3a6a3c38b469e4d72e6c36fc82151750,[],
b6c054c82b1f90ac71c99a7ea6c022b2,Very Front Door Ceiling Hallway,Signify Netherlands B.V.,Hue color lamp,,3a6a3c38b469e4d72e6c36fc82151750,[['mac'; '00:17:88:01:0f:1a:d9:c3']],
b8924dbf13d6d832c14564b264c4ac37,Very Front Door Hallway,Signify Netherlands B.V.,Room,Very Front Door Hallway,3a6a3c38b469e4d72e6c36fc82151750,[],
ae143ab5554f2607110ca10687316654,HD Home Run,Silicondust Engineering Ltd,,,,[['mac'; '00:18:dd:09:77:d6']],
1f7860c2bccb5a3b254ed880abc1d8ab,Kitchen Sonos Beam,Sonos,Beam,Kitchen Lounge,,[['upnp'; 'uuid:RINCON_74CA6091528801400']; ['mac'; '74:ca:60:91:52:88']],
e1919d8e36350339fa416ba0bbe0d228,Spotify pigeonfallsrn,Spotify AB,Spotify premium,,,[],
51b422d29f81dd392f3f831ae133db19,Alaina's LED Light Strip 1,TP-Link,KL400L5,Alaina's Bedroom,,[['mac'; '98:25:4a:a4:c4:40']],
271adc00f412123dc51490d7acee5064,Basement_Hallway_Smart_Switch,TP-Link,HS200,Basement Hallway,,[['mac'; 'f0:09:0d:0d:68:cd']],
0f63e62dc5a3831eb54c86efb9f521d6,Ella's LED lights,TP-Link,KL400L10,Ella's Bedroom,,[['mac'; '50:91:e3:8a:1f:ad']],
f3ef4d51808b230e7f281918e3fd9cdd,Front_Driveway_Lights,TP-Link,HS210,Front Driveway,,[['mac'; '28:87:ba:2f:c1:1e']],
33dece0f5dcad269b533401f62e689b0,Living_Room_Behind_TV_TP_Link_Smart_Light_Strip,TP-Link,KL400L5,Living Room,,[['mac'; '7c:f1:7e:af:7b:19']],
f448f0eb32d9112e360e3ccb09166d1f,Master Bedroom LED Light Strip,TP-Link,KL400L5,,,[['mac'; '7c:f1:7e:af:73:9a']],
71fa40f6b816cf759b71484ced04c8b0,PFP - Receiver,TP-Link,HS100,Pigeon Falls Properties,,[['mac'; '50:c7:bf:1e:e7:ff']],
1a7b412ecc5db21a258f24d10fd7d6ba,Zigbee Coordinator,Texas Instruments,CC2652,Stairway Cubby,,[['zigbee'; '00:12:4b:00:31:dd:41:f1']],
96fd7edb1f579a9477316c01d4b4e392,Garage South Lift Master Garage Door Opener West Light,Third Reality; Inc,3RCB01057Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:a1:0d:6a:00:00']],
344535fd7808372f61f9b0c4f80abb13,Garage North Lift Master Garage Door Opener East Light,Third Reality; Inc,3RCB01057Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:a0:a2:a5:00:00']],
7f51fe02ab497dcc929e813669bdf057,Garage South Lift Master Garage Door Opener East Light,Third Reality; Inc,3RCB01057Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:a1:18:06:00:00']],
44422e6f6622a9e4c3d9eb3b56e47979,Garage North Lift Master Garage Door Opener West Light,Third Reality; Inc,3RCB01057Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:a1:0e:b3:00:00']],
eab8054e473686bba64a8491e8803f59,Living_Room_Dual_Smart_Plug,Third Reality; Inc,3RDP01072Z,Living Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '4c:e1:75:4c:d2:d8:00:00']],
e4854e4d53fce26880eee686e731cb36,Kitchen_Lounge_TV_Dual_Smart_Plug,Third Reality; Inc,3RDP01072Z,Kitchen Lounge,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '4c:e1:75:4c:d3:8e:00:00']],
7b7e6569ba0e4df3556eee1e8438aa9e,2nd_Floor_Bathroom_Dual_Smart_Plug,Third Reality; Inc,3RDP01072Z,2nd Floor Bathroom,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '4c:e1:75:4c:d6:90:00:00']],
caaf26c59d6c519822e231650f52f4c8,Garage South Wall Motion; Light;  Sensor,Third Reality; Inc,3RSNL02043Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:0f:23:00:00']],
d9355b9b518bb48d46963cf6dbc786b5,Stairwell_Night_Light,Third Reality; Inc,3RSNL02043Z,Stairway Cubby,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:08:12:00:00']],
386a141e6e4c9bf7bc90ea39948e65c7,Garage South of East Wall Motion; Light;  Sensor,Third Reality; Inc,3RSNL02043Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:0e:cd:00:00']],
ec4ff1c01f5fdafbb33fbb7a49f1ec60,Upstairs_Hallway_Night_Light,Third Reality; Inc,3RSNL02043Z,Upstairs Hallway,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:18:e4:00:00']],
58167c5a28f0e8c64febbb6be02e72d2,Upstairs_Hallway_East_Wall_Night_Light,Third Reality; Inc,3RSNL02043Z,Upstairs Hallway,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:06:d5:00:00']],
8f74c524e08ad86ae2935c056df37cfc,Living Room North Wall East Nightlight,Third Reality; Inc,3RSNL02043Z,Living Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:09:94:00:00']],
d4426994839d8d89d3829a8ec1ea72f2,Entry_Room_East_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Entry Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:0b:4d:00:00']],
44967a7bd3e5f5fd658d514229ab48ee,Living Room North Wall West Nightlight,Third Reality; Inc,3RSNL02043Z,Living Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:0d:c9:00:00']],
